fire_record,IMD_score,population,White,mixed/multiple_ethnic_groups,Asian/Asian_British,Black/African/Caribbean/Black British,other_ethnic_group,Household_spaces_with_no_usual_residents,Household_Median_Annual_Household_Income_estimate_2012
0,13.69,99.77,35.21,2.65,47.68,10.41,4.06,2.46,32609.17
0,10.95,53.14,48.14,3.91,33.12,9.53,5.3,2.13,33982.61
0,18.26,88.38,41.48,5.41,33.54,17.18,2.4,1.98,29341.17
0,31.82,90.55,41.44,4.3,28.05,21.35,4.86,1.74,24074.79
0,26.47,56.81,48.82,4.67,25.89,15.36,5.26,2.83,26868.92
0,36.01,72.69,49.66,5.14,24.41,13.85,6.93,1.17,24919.9
0,18.04,105.15,50.47,2.67,29.44,11.68,5.74,1.8,30202.78
0,41.63,33.69,46.77,4.78,20.28,21.83,6.33,2.55,21531.48
0,26.07,61.69,52.45,4.65,22.22,15.59,5.1,2.7,28207.83
1,23.87,33.27,53.72,3.96,29.31,10.58,2.42,4.57,30212.63
0,23.05,52.44,48.09,3.07,31.83,12.44,4.57,2.01,29436.07
0,33.51,52.02,44.95,5.34,26.92,17.19,5.6,2.79,27074.07
0,26.63,18.31,52.84,5.35,20.65,17.63,3.53,3.22,26652.87
1,33.05,24.5,47.64,5.82,23.15,18.73,4.65,1.32,24535.86
0,30.83,64.77,47.37,5.05,25.9,13.26,8.43,1.32,26148.7
0,33.63,45.93,42.89,5.66,22.66,22.02,6.76,2.05,23796.82
0,24.13,58.93,46.83,5.05,27.03,14.92,6.17,1.25,27005
0,42.88,56.72,44.43,3.57,26.6,20.15,5.26,1.09,21029.58
0,37.26,113.27,36.86,6.57,22.34,27.54,6.69,1.12,21892.03
0,39.94,108.75,39.12,6.79,25.82,23.89,4.39,0.86,22703.18
0,39.65,75.16,11.72,2.15,68.21,13.03,4.89,5.22,21220.18
0,41.2,102.77,10.66,3.94,57.18,21.63,6.59,2.97,18888.62
0,20.85,35.49,23.13,2.7,64.12,3.76,6.29,3.32,34394.35
1,24.9,63.85,24.36,2.23,57.25,6.62,9.54,5.29,27411.79
0,35.73,12.32,37.28,5.65,33.4,19.12,4.56,6.61,26622.59
0,27.18,35.8,12.75,1.79,67.38,10.5,7.58,2.08,26036.62
0,35.64,24.06,19.66,5.05,48.02,21.02,6.25,1.9,24138.7
0,38.04,151.52,38.7,7.25,23.03,26.26,4.76,3.07,27603.4
0,12.83,74.48,34.05,3.15,44.63,8.18,9.99,2.58,30136.19
0,14.81,97.74,36.74,2.89,44.03,6.21,10.12,2.3,29759.09
0,15.38,53.24,43.22,5.25,37.77,6.12,7.65,1.83,31782.74
0,18.42,46.14,50.62,4.4,24.8,10.09,10.09,2.33,30164.79
0,17.51,98.73,32.32,3.87,50.48,7.5,5.83,2.53,27572.58
1,12,81.51,55.86,4.1,20.98,6.87,12.19,2.76,33654.58
0,18.68,23.13,54.04,3.19,24.84,9.65,8.28,3.54,31612.92
0,19.43,39.55,55.72,3.75,20.89,6.94,12.7,2.34,34306.99
0,33.6,20.88,45.8,4.27,23.15,17.88,8.9,1.36,28630.71
0,16.17,47.39,67.77,5.11,15.55,4.31,7.27,1.9,43208.31
0,28.01,100.67,60.53,5.32,16.2,12.49,5.47,4.36,29816.18
0,15.25,93.69,68.41,3.91,15.36,5.03,7.28,9.51,44415.88
0,23.37,80.17,63.05,4.8,12.84,13.26,6.06,2.71,30014.54
0,22.23,73.56,70.33,4.57,15.16,5.38,4.57,3.15,44557.16
0,24.46,117.43,66.89,5.65,11.54,11.24,4.69,3.68,31586.4
1,45.94,230.19,34.89,6.4,16.15,33.21,9.34,1.29,19830.18
0,42,125.25,43.03,3.68,17,27.96,8.33,2.74,24023.32
0,45.79,58.28,32.52,5.31,18.73,32.71,10.74,2.17,19551.96
1,24.9,170.31,3.54,2.59,82.1,6.32,5.45,4.75,23108.09
0,29.13,140.21,3.74,1.61,86.9,3.38,4.37,5.43,25156.08
0,34.21,49.42,7.05,1.89,76.69,10.1,4.27,18.29,23237.69
0,29.18,85.21,7.91,1.29,82.12,5.06,3.62,9.56,23346.14
0,26.15,127.2,5.76,1.66,80.12,8.72,3.74,4.46,22600.11
0,42.16,142.04,11.52,2.09,70.47,12.77,3.16,5.49,21384.34
0,28.02,49.95,5.46,1.67,84.08,5.95,2.84,7.09,23892.47
0,28.54,114.38,6.86,1.92,73.48,11.49,6.24,6.54,22510.53
0,30.31,92.23,8.84,2.27,72.28,10.66,5.95,6.56,20329.45
0,28.94,132.79,7.54,1.68,73.71,11.09,5.98,4,23882.37
0,24.9,132.38,10.29,2.33,71.18,10.46,5.74,5.06,22185.05
0,25.91,45.43,10.05,1.92,74.95,8.28,4.8,6.17,23698.17
0,27.14,110.52,9.23,2.45,66.6,16.34,5.38,4.65,21897.2
1,31.01,144.32,8.39,1.47,70.16,13.39,6.58,4.83,22353.56
0,26.29,108.02,7.34,2.87,72.85,12.81,4.14,11.21,22118.75
0,11.21,139.83,75.92,3.89,8.23,9.45,2.5,2.66,46160.72
0,5.53,119.21,87.63,3.66,6.55,1.08,1.08,3.16,65608.58
0,23.92,103.02,66.75,5.07,12.86,11.15,4.18,3.63,36937.39
0,8.24,94.6,84.41,3.95,5.93,3.16,2.54,4.77,66558.38
0,6.51,120.87,87.25,4.05,6.31,1.31,1.07,3.01,65074
0,12.5,103.87,80.84,4.49,8.7,4.55,1.42,6.16,51794.18
1,18.03,58.98,71.62,6.31,8.07,7.4,6.61,5.14,37275.63
0,8.39,76.56,77.84,5.11,10.54,3.83,2.68,1.74,59693.03
0,11.57,150.3,68.01,4.41,17.7,6.64,3.24,1.78,46750.9
0,9.84,151.33,71.73,6.26,14.89,4.74,2.37,1.88,48153.44
1,8.57,102.43,77.59,6.36,11.83,2.62,1.61,4.17,52581.99
0,9.92,58.72,82.71,4.46,7.81,3.68,1.34,2.91,58972.75
0,16.45,63.71,75.61,3.62,13.07,4.01,3.69,4.42,46445.53
0,34.82,92.14,62.32,6.52,13.54,12.56,5.06,3.51,30529.99
0,21.07,120.65,67.07,3.54,19.26,5.94,4.2,3.07,37597.33
0,10.54,129.88,66.26,5.94,18.57,6.09,3.15,1.93,40470.79
0,25.64,134.29,64.83,5.95,10.29,14.39,4.54,3.24,27642.92
0,10.7,119.41,64.97,5.04,19.3,7.18,3.51,0.89,41576.68
0,19.1,128.47,63.3,6.44,16.48,10.27,3.5,0.71,33984.37
0,26.96,103.83,57.41,4.96,15.25,12.95,9.44,3.32,26150.89
0,35.28,68.85,54.03,6.86,14.91,15.09,9.12,0.48,25031.13
0,19.05,100.74,66.53,3.47,13.87,8.99,7.15,2.11,29743.84
1,24.62,72.5,54.16,5.09,22.09,11.43,7.22,0.63,26895
0,9.22,79.05,78.95,5.6,6.25,7.61,1.58,1.8,47121.37
0,11.22,60.9,73.83,3.13,9.81,9.19,4.04,1.77,42880.99
0,10.38,62.45,76.73,3.63,9.85,7.26,2.53,2,43062.31
0,12.41,91.8,72.34,4.91,10.58,8.31,3.85,1.38,37150.84
0,8.99,53.92,74.63,3.6,12.88,4.8,4.09,3.09,45535.82
0,15.86,43.08,68.73,4.56,11.24,11.92,3.56,3.06,34580.96
0,19.17,29.08,62.39,3.94,15.48,13.85,4.34,2.23,33742.61
0,12.08,65.6,80.84,4.44,5.2,5.5,4.02,3.79,39128.39
1,24.46,80.3,69.8,6.02,6.26,13.2,4.73,2.88,31456.52
1,18.52,15.29,78.92,5.01,4.76,8.37,2.93,1.13,33738.6
0,16.68,113.74,84.63,3.58,4.5,6.14,1.15,1.48,38885.75
0,34.9,96.87,61.51,6.14,11.81,16.25,4.29,0.62,25070.17
0,45.51,106.97,63.8,5.58,7.03,18.3,5.29,1.31,21758.04
0,13.41,99.68,82.45,5.33,6.96,3.8,1.47,2.06,38124.78
0,28.35,1.27,81.41,3.11,4.31,8.29,2.89,3.42,32055.38
0,7.77,31.37,91.54,2.63,2.51,2.51,0.8,2.24,46757.68
0,42.82,38.84,70.12,6.4,8.83,10.49,4.16,2.41,22622.66
0,15.47,15.42,77.81,2.4,10.97,4.74,4.09,2.17,35648.43
0,7.67,53.58,72.48,3.87,17.14,3.17,3.35,1.64,53120.92
0,8.25,3.37,77.3,3.44,12.01,4.66,2.58,3.69,64932.72
0,21.09,26.79,74.06,3.15,11.64,5.76,5.39,1.82,36427.09
0,15.21,31.05,71.89,4.32,16.24,4.27,3.29,1.98,37827.66
0,26.37,45.04,72.23,5.67,11.66,6.43,4.01,1.56,28740.6
0,26.74,90.24,67.89,6,15.33,7.11,3.67,4.16,26523.77
1,7.86,11.1,75.81,4.34,12.91,4.04,2.9,4.12,72270.84
0,31.82,93.63,43.43,5.54,17.56,25.48,7.98,1.68,24553.93
0,45.66,179.94,39.67,4.55,13.06,36.94,5.79,0.6,21661.7
0,48.21,50.65,40.12,5.53,12.3,35.02,7.04,2.77,19379.98
1,41.04,60.55,42.45,4.78,13.51,32.45,6.81,0.95,21621.13
0,42.56,14.27,35.54,5.27,11.52,40.33,7.34,1.3,18596.44
0,38.09,112.95,44.07,7.04,14.97,25.64,8.29,0.81,22442.76
0,46.39,102.63,37.3,7.44,11.95,38.81,4.51,0.87,19031.58
0,42.06,162.24,35.14,7.11,10.83,40.87,6.05,1.06,17844.52
0,43.35,120.54,43.9,8.52,10.39,29.95,7.23,3,21124.76
0,39.64,127.66,34.92,7.18,12.59,39.12,6.19,1.27,21986.57
0,36.09,56.19,64.64,7.28,6.46,18.56,3.07,1.68,22480.47
0,28.19,92.41,62.98,5.15,7.12,16.28,8.46,1.96,25497.78
0,26.24,94.92,58.04,5.88,9.05,21.22,5.81,1.01,26281.73
0,28.56,100.41,59.76,5.99,7.21,20.94,6.1,2.1,26218.72
0,38.77,9.3,52.3,7.25,9.78,24.61,6.07,0.5,21813.54
0,34.95,60.79,56.06,6.93,6.63,25.38,5,1.57,24309.75
1,35.26,102.05,55.9,7.08,8.87,22.27,5.88,1.86,21055.68
0,30.55,54.01,54.42,7.13,10.42,20.72,7.31,1.97,24534.19
0,37.1,46.39,58.32,4.69,5.35,25.43,6.21,0.78,21589.03
0,44.48,152.48,58.43,6.77,6.29,24.82,3.68,1.44,19655.6
0,22.75,49.54,62.95,6.09,5.19,21.42,4.36,2.3,26269.68
0,29.85,19.61,53.33,7.44,8.32,25.39,5.52,2.1,25885.3
0,27.92,101.6,63.84,4.73,5.23,21.13,5.06,1.52,24587.54
0,42.79,103.06,60.64,4.55,7.44,22.42,4.96,1.39,21942.64
0,30.16,114.98,49.92,6.34,6.06,30.64,7.05,1.8,23916.68
0,29.42,69.55,57.92,5.44,6.42,25.69,4.53,1.2,24773.31
0,21.43,54.75,75.56,4.58,6.12,9.64,4.1,5.33,32216.36
0,16.81,25.73,84.52,2.93,5.91,5.06,1.58,1.78,44665.24
0,11.36,21.25,78.1,3.39,10.69,3.69,4.13,1.61,55046.45
0,6.19,32.98,79.96,3.4,9.66,4.17,2.8,2.22,49982.41
0,9.14,42.34,80.59,4.41,8.7,3.31,3,2.22,51613.99
0,11.17,62.83,78.2,3.62,6.91,8.38,2.88,1.36,42268.43
1,5.69,51.22,84.43,3.5,6.57,3.57,1.93,1.23,56910.41
0,13.89,61.14,82.73,3,7.72,4.04,2.51,3.16,44314.05
1,40.25,113.32,43.21,7.22,9.8,32.84,6.93,0.45,19612.49
0,23.8,78.81,48.12,6.03,12.66,24.6,8.6,1.42,25885.56
0,38.27,145.19,37.87,7.01,13.15,35.36,6.6,4.76,22272.15
0,40.05,62.6,42.95,5.19,12.82,31.7,7.34,2.62,20723.28
0,35.06,127.31,36.59,8.74,13.97,33.08,7.62,2.57,23964.42
0,22.65,62.83,50.73,4.7,18.5,19.26,6.8,1.16,26362.43
0,38.34,68.62,56.09,5.41,11.35,21.43,5.71,1.17,22841.2
0,24.44,69.51,52.09,4.85,16.41,18.67,7.97,2.13,26549.63
0,28.34,182.29,47.3,5.29,13.31,25.18,8.91,0.96,23321.38
0,26.45,176.66,43.54,5.39,15.53,27.64,7.9,1.4,24946.75
0,29.82,16.69,71.92,5,11.28,8.89,2.91,1.87,45055.54
0,23.28,74.72,76.9,4.07,8.75,7.05,3.22,1.71,35746.86
0,10.56,8.36,84.98,3.44,6.13,2.44,3,3.32,44672.32
0,17.36,48.47,80.08,2.94,9.44,4.89,2.65,4.02,39859.9
0,13.77,70,84.3,3.92,6,4.22,1.55,3.87,38917.37
0,15.97,18.34,75.55,4.5,8.8,6.84,4.3,1.97,35518.62
1,13.06,47.36,83.08,3.79,7.98,3.62,1.53,4.44,50375.59
0,7.27,50.39,75.41,2.7,15.14,2.05,4.69,1.85,48733.47
0,28.03,86.36,51.62,5.88,10.62,25.27,6.6,3.73,25616.92
0,34.98,28.21,47.95,4.86,11.3,28,7.89,1.94,23224.58
0,25.91,49.72,59.75,5.92,11.18,18.21,4.94,1.09,27173.78
0,33.27,74.73,43.24,6.07,11.56,31.1,8.03,1.24,24062.89
0,30.6,80.02,51.45,6.2,12.91,20.46,8.97,0.51,25833.49
0,26.53,98.84,47.3,2.91,14.45,29.57,5.77,1.07,24932.53
0,38.53,105.61,39.48,5.66,12.89,33.82,8.14,0.86,22423.71
0,53.72,21.76,41.83,8,9.13,30.87,10.17,1.3,19722.93
1,24.5,41.74,61.34,5.62,11.23,16.12,5.69,1.15,26873.27
0,37.13,146.99,42.2,7.38,12.18,31.57,6.67,2.15,22107.02
0,41.51,123.98,41.83,6.84,10.83,34.05,6.46,1.33,20842.71
0,35.05,150.89,39.15,5.7,14.88,34.58,5.7,1.77,22131.66
1,30.48,152.7,40.57,6.64,13.97,35,3.82,2.21,25339.02
0,30.92,105.84,45.42,4.83,12.87,30.17,6.71,1.63,23866.99
0,32.82,138.33,36.84,4.96,13.21,36.74,8.25,1.23,23006.18
0,32.04,130.16,42.18,6.79,13.52,30.73,6.79,1.31,23981.11
0,29.24,75.35,67.79,4.57,10.6,11.68,5.36,1.61,27418.05
0,15.47,94.45,57.89,6.45,16.25,11.97,7.43,0.58,32992.44
0,12.54,118.23,77.38,6.06,7.11,6.88,2.57,2.01,38826.87
0,14.27,63.85,63.4,5.04,13.67,10.15,7.74,0.82,37957.02
1,23.47,70.87,63.14,3.93,13.28,14.3,5.35,1.48,28041.96
0,17.41,104.83,65.62,6.27,13.46,7.66,6.99,3.99,35649.41
0,24.02,77.06,55.64,4.06,20.97,11.88,7.45,1.05,30416.92
0,19.83,67.59,65.23,6.02,12.97,7.66,8.12,1.42,36075.66
0,26.29,66.84,63.62,5.95,13.19,12.32,4.92,2.27,31837.69
0,31.21,66.51,46.15,6.04,14.53,27.03,6.25,1.8,23502.37
0,28.16,109.92,52.01,5.26,15.51,21.96,5.26,1.21,24959.31
0,30.29,83.8,52.61,5.29,13.49,21.89,6.71,1.16,25245.25
0,33.57,88.89,45.74,4.86,21.31,22.06,6.02,2.41,23919.99
0,38.67,8.64,40.49,6.06,15.6,31.93,5.93,2.08,21930.06
0,40.47,72.9,44.49,3.58,14.39,30.91,6.63,3.4,21496.27
0,31.85,93.98,42.52,5.79,15.83,29.23,6.62,0.97,22876.2
0,34.34,120.99,41.89,6.56,17.61,26.99,6.96,1.99,22237.8
1,47.18,93.88,42.91,8.29,13.64,28.41,6.75,1.29,17484.96
0,21.86,46.68,67.22,5.77,13.14,10.68,3.2,3.28,31540.75
0,18.4,95.96,74.94,6.69,6.29,8.54,3.54,3.1,32193.74
0,33.42,18.86,65.88,6.38,11.24,14.24,2.26,1.74,24459.45
0,21.73,134.72,68.61,6.45,6.9,14.2,3.85,2,31087.19
0,37.12,157.14,51.8,7.4,8.58,25.33,6.89,2.96,22114
1,28.91,53.46,59.32,6.76,10.96,18.21,4.74,1.67,25934.32
0,48.74,101.32,54.34,5.61,6.93,24.6,8.52,0.71,18525.45
0,22.4,33.54,70.4,5.38,9.05,11.49,3.68,2.56,35474.31
1,13.24,78.16,61.46,5.41,21.03,6.85,5.25,4.36,36235.96
0,17.44,48.47,67.56,6.19,15.77,5.54,4.94,2.6,38452.9
0,8.94,37.6,70.01,7.03,16.26,2.81,3.88,1.69,48114.19
0,14.08,96.1,67.09,7.65,12.74,7.26,5.26,1.44,39955.39
0,8.8,33.71,75.79,5.12,11.21,3.68,4.2,2.12,44042.86
0,21.14,60.95,59.57,5.03,18.48,11.43,5.49,2.15,36132.34
0,16.78,80.11,71.89,4.65,12.89,5.98,4.59,1.77,38186.16
0,10.16,58.16,76.1,3.71,12.72,4.01,3.46,3.33,44803.89
0,15.81,42.04,69.74,6.01,13.05,7.87,3.33,3.15,41307.49
0,34.92,65.96,51.7,7.89,17.3,18.75,4.36,0.72,22390.7
0,32.23,99.22,59.57,5.69,16.82,13.2,4.72,1.85,24466.51
0,20.5,67.64,57.21,6.51,25.5,5.89,4.88,2.1,35483.03
0,8.43,66.32,78.84,5.27,9.01,2.94,3.94,1.09,54969.07
0,8.51,58.37,76.42,6.35,9.81,4.25,3.17,1.29,54627.32
0,7.08,47.27,75.89,2.49,13.07,3.25,5.29,2.21,54155.79
1,11.2,41.5,61.62,3.68,22.81,7.36,4.54,1.84,41328.36
0,14.36,38.01,67.07,5.13,19.77,4.79,3.24,0.98,45304.81
0,18.75,41.45,86.66,4.31,3.55,4.25,1.22,8.17,42590.26
1,11.56,93.89,79.13,5.82,4.39,8.89,1.77,1.66,36231
0,11.12,65.17,84.52,3.25,4.16,5.78,2.29,0.82,41619.5
0,15.19,76.05,82.85,4.62,4.92,5.46,2.16,2.52,39599.99
0,14.26,70.52,81.57,3.74,7.66,5.84,1.19,3.05,37697.08
0,9.71,83.43,84.38,6.52,2.93,3.66,2.53,2.11,45161.54
0,18.61,84.48,76.07,6.17,6.3,9.42,2.04,3.14,29129.91
0,9.63,78.42,79.61,4.37,6.52,6.7,2.81,1,41601.36
0,9.57,52.08,83.03,2.94,6.45,4.2,3.38,4.24,43139.25
0,45.48,54.42,59.96,5.75,7.81,22.35,4.12,2.06,21074.63
0,27.93,77.2,65.11,6.06,4.6,19.74,4.49,2.88,25281.74
0,29.15,75.91,60.3,5.12,8.48,21.16,4.95,1.93,24964.47
0,32.09,63.76,59.48,6.1,6.65,23.42,4.34,2.59,24119.69
0,42.88,62.18,52.86,7.7,7.39,25.22,6.84,4.77,19415.71
0,36.02,75.51,66.1,6.26,7.83,15.83,3.97,1.72,24875.31
0,42.14,57.38,66.53,6.69,4.39,18.06,4.33,1.34,22623.56
1,26.37,65.81,67.7,4.6,5.93,18.5,3.27,2.37,27945.86
0,38.29,82.84,46.46,6.57,12.46,25.8,8.7,1.3,21260.28
0,42.02,157.2,41.09,7.54,9.44,33.39,8.54,0.66,18379.27
0,34.68,136.03,35.05,7.68,16.88,34.04,6.34,2.35,22590.06
1,19.27,75.39,58.52,5.45,14.5,14.76,6.78,0.55,27850.09
0,30.16,128.05,41.61,4.98,14.12,33.67,5.61,0.91,24340.85
0,39.73,113.1,35.46,7.5,14.63,31.18,11.22,2.28,20698.4
0,41.09,23.42,41.54,6.48,9.7,36.76,5.51,0.93,22558.85
0,34.49,61.85,47.78,5.13,17.2,20.01,9.88,1.9,24978.06
0,46.64,130.67,36.6,6.18,12.82,35.02,9.38,2.87,20807.44
0,16.58,84.28,72.82,6.81,8.05,7.43,4.89,2.48,38807.64
0,10.27,71.85,81.87,4.74,6.18,3.84,3.36,1.82,50278.03
0,16.27,75.3,68.46,6.17,12.65,6.78,5.93,4.06,39641.45
0,13.93,86.56,79.37,5.23,7.67,4.13,3.6,1.57,49655.61
0,6.29,51.37,83.39,3.98,7.39,3.54,1.71,2.02,53134.9
0,9.83,17.42,77.26,2.15,10.74,4.55,5.31,1.65,54107.9
0,10.39,61.62,77.35,5.79,6.31,5.68,4.87,2.99,45049.82
1,17.92,47.96,69.76,5.66,9.27,10.35,4.96,0.79,35739.81
1,17.93,115.4,53.08,5.31,14.58,24.22,2.81,1.44,30491.39
0,15.49,108.43,58.56,5.08,8.94,26.01,1.4,2.48,31425.14
0,15.71,111.94,53.36,5.58,17.48,21.59,1.99,1.16,29965.03
0,39.32,18.19,57.21,6.78,7.63,26.57,1.81,1.03,22895.84
0,47.53,79.52,49.27,5.04,6.27,38.31,1.11,2.12,23543.51
0,39.5,74.61,55.43,4.2,4.2,34.27,1.9,0.45,23402.95
0,33.56,91.62,51.1,5.06,6.41,35.6,1.83,1.34,23457.52
0,26.8,81.05,50.73,3.99,9.2,34.07,2.02,1.7,27227.23
0,37.67,65.6,55.41,3.77,7.96,31.83,1.03,1.55,25148.22
0,10.76,53.86,85.44,3.11,6.76,3.65,1.04,4.8,59099.34
0,20.42,81.7,80.39,4.19,6.79,6.85,1.77,3.34,42797.34
0,23.28,44.86,77.76,3.39,7.59,8.68,2.58,3.03,42635.57
0,13.47,55.18,86.21,3.99,4.68,4.62,0.5,3.42,57792.72
0,8.83,48.46,88.7,3.94,3.87,2.97,0.52,5.19,63279.46
0,12.94,79.85,83.94,4.11,6.01,4.7,1.24,2.18,55114.82
0,24.14,68.72,79.21,4.76,5.16,9.73,1.14,1.44,42831.79
1,12.08,74.53,82.75,4.5,5.29,5.4,2.06,11.7,52646.25
0,36.01,33.42,66.02,4.85,15.25,12.77,1.12,1.79,28411.27
0,27.75,79.21,67.21,4.18,15.77,10.97,1.87,2.99,29075.81
0,18.27,111.77,63.59,6.53,17.56,10.35,1.97,3.97,39077.13
0,31.73,104.76,57.3,6.42,11.96,22.45,1.86,1.76,25732.86
0,14.69,72.51,73.63,5.06,11.76,8.56,0.99,1.07,46054.02
0,11.43,90.79,84.92,4.03,4.82,5.19,1.04,1.89,51127
0,36.35,139.89,51.42,6.66,13.16,26.95,1.81,3.3,25722.54
1,23.25,55.58,52.2,5.71,17.89,22.39,1.82,1,27008
0,9.36,53.97,83.76,3.13,7.23,3.71,2.17,1.81,47166.01
1,15.16,49.04,75.26,4.36,9.36,7.44,3.59,1.3,40784.34
0,14.16,34.24,79.02,1.7,8.07,7.88,3.34,1.78,42383.55
0,17.4,38.79,80.89,2.82,6.64,7.52,2.12,0.32,36341.52
0,13.51,53.66,82.58,3.01,6.09,6.92,1.41,1.49,38559.98
0,10.97,63.07,86.55,2.11,5,4.87,1.47,0.5,43593.38
0,32.4,76.29,82.86,4.32,3.1,7.79,1.92,0.83,27752.19
0,36.7,78.92,82.78,3.26,3.32,9.61,1.03,0.65,25737.64
0,13.45,61.21,86.67,3.33,7.57,1.53,0.9,3.73,50356.35
0,7.19,24.32,89.33,1.77,5.11,3.22,0.57,1.55,47021.56
0,6.4,78.24,89.74,2.57,5.13,1.47,1.1,0.96,46221.71
0,17.86,74.5,89.62,2.78,5.02,2.1,0.47,2.27,39717.57
0,14.25,30.15,93.88,2.06,2.41,1.44,0.21,1.82,56564.42
0,21.98,47.98,86.08,2.75,4.81,5.62,0.75,3.02,39514.23
1,12.89,76.01,86.52,2.76,6.11,3.83,0.78,1.53,38681.8
0,18.93,83.44,88.19,3.74,3.13,3.92,1.02,1.85,34863.09
0,20.04,22.01,84.17,2.71,5.55,5.67,1.89,3.61,33304.08
0,8.57,16.44,90.84,0.92,5.54,1.49,1.21,3.46,53018.45
0,20.23,15.92,78.6,3.62,8.49,7.37,1.91,3.69,37398.77
1,8.78,22.96,87.36,2.67,5.91,3.18,0.89,3.15,40368.28
0,23.61,48.25,86.97,2.56,5.05,3.99,1.43,1.67,30450.08
0,14.74,59.77,83.72,3.24,7.45,4.79,0.8,3.08,38122.84
0,31.69,61.3,74.23,2.77,9.3,11.25,2.45,0.98,26594.6
0,31.87,42.41,83.3,4.49,5.16,5.97,1.07,1.29,29636.58
0,24.74,65.37,75,3.48,8.2,11.2,2.12,1.34,30217.35
0,25.33,68.18,87.69,2.06,4.19,5.42,0.64,0.79,32290.57
0,40.63,59.86,80.91,2.85,5.01,9.19,2.03,1.01,24973.25
0,30.38,110.66,47.75,6.43,12.68,31.71,1.42,0.93,23507.99
0,34.13,109.39,38.37,5.74,17.95,35.57,2.36,1.61,22039.8
0,18.55,196.6,27.73,4.7,41.35,24.41,1.81,1.85,27449.9
0,34.16,139.93,48.91,6.04,13.94,28.94,2.18,1.06,24120.61
0,41.73,154.35,54.2,5.13,9.98,28.59,2.1,1.04,22375.27
0,23.23,80.22,54.79,5.3,17.16,18.78,3.97,2.37,29216.5
1,25.68,144.76,41.46,4.88,29.62,20.09,3.95,2.63,27137.45
0,27.06,93.86,50.56,5.58,21.84,20.14,1.88,4.08,26764.67
0,28.09,201.94,52.94,7.19,11.35,26.55,1.98,1.47,26730.17
0,30.56,164.39,54.5,6.98,13.15,22.45,2.91,2.54,25865.08
0,16.33,47.03,73.62,5.19,7.58,11.62,1.99,4.53,48534.97
0,11.5,14.72,87.37,4.32,2.86,5,0.45,4,66087.63
0,17.25,121.35,73.15,5.79,9.31,10.04,1.72,3.77,47148.02
0,27.85,61.05,66.47,5.01,8.37,17.62,2.53,3.12,29785.51
0,25.03,141,60.62,6.75,10.89,20.36,1.38,3.68,30354.31
0,21.64,45.08,63.25,4.23,17.44,13.08,2.01,1.04,36941.48
0,19.24,41.71,67.73,6.34,12.68,10.97,2.28,1.88,39378.75
0,35.2,46.67,76.01,3.14,5.75,13.46,1.63,2.07,28388.94
0,31.97,85.95,66.01,2.48,16.96,12,2.54,1.44,27091.5
0,43.6,59.7,62.02,5.54,12.14,18.09,2.22,2.56,25688.02
1,17.49,61.29,73.83,4.24,12.15,8.55,1.22,2.58,41182.38
0,40.93,59.24,81.58,5.11,4.52,8.27,0.52,2.09,24691.57
0,39.92,51.31,74.26,5.11,3.69,14.04,2.91,1.31,25995.48
0,42.55,36.1,80.75,4.3,2.94,11.26,0.75,2.45,24147.97
1,18.27,46.49,83.73,3.77,4.25,7,1.26,3.64,44522.6
0,11.27,40.73,80.48,3.56,5.82,7.18,2.97,3.11,55144.84
0,18.2,37.69,74.63,3.55,8.46,11.1,2.26,5.61,37058.48
0,20.72,40.2,63.2,4.75,15.41,13.55,3.09,2.58,41173.31
0,33.57,48.3,68.44,4.75,10.06,14,2.75,0.68,27711.16
0,35.08,33.89,77.84,2.82,7.41,8,3.93,1.18,28704.87
0,22.07,69.24,83.33,6.34,4.54,4.42,1.37,3.12,49965.65
0,21.32,121.18,79.57,4.76,10.05,4.55,1.07,3.5,47801.4
0,17.15,103.11,75.74,5.41,10.23,6.64,1.98,2.48,45025.19
0,25.34,34.43,51.43,4.29,27.14,14.69,2.45,2.28,31411.96
0,42.58,11.53,59.78,6.59,14.83,17.39,1.41,8.77,25347.28
0,26.89,109.66,75.01,4.05,5.95,13.09,1.9,2.24,32325.53
0,27.84,40.73,57.95,5.66,9.28,25.35,1.76,5.36,26687.31
0,22.95,85.28,68.82,5.45,7.67,16.6,1.46,1.75,29010.73
0,27.14,58.75,32.06,4.44,38.21,23.96,1.32,2.48,25494.96
0,35.88,117.71,32.24,3.65,38.53,22.67,2.91,2.28,21915.19
0,22.13,98.41,39.03,4.66,30.31,23.47,2.53,1.61,27743.35
0,28.69,130.99,30,3.43,43.43,21.41,1.72,3.08,26285.1
1,28.34,146.04,45.23,4.86,15.58,32.16,2.18,1.82,24344.33
0,19.73,110.02,41.89,7.39,24.9,24.28,1.54,3.75,28313.69
0,14.09,65.05,66.11,4.68,11.64,16.62,0.96,1.72,33754.13
0,13.49,67.1,68.57,5.57,6.17,18.13,1.56,3.17,40553.35
1,8.86,26.2,76.03,3.94,9.66,7.44,2.92,2.68,49658.76
0,18.3,80.58,67.57,6.7,9.23,15.93,0.57,3.37,37475.93
0,18.22,15.74,71.64,6.08,6.3,13.43,2.55,2.08,43078.25
0,22.81,119.8,59.84,5.79,14.88,15.8,3.69,3.09,30602.97
0,24.72,12.51,63.25,3.6,11.41,19.9,1.83,3.11,29064.78
0,17.34,84.94,66.89,3.75,11.83,14.26,3.29,2.4,29841.85
